Item;Loc;Item;Issue_Manuf;Issue_CMG;Local code;Item descr;DRPCovDur;MinDRPQty;IncDRPQty;ProdMinQty; ProdIncQty; ProdMaxQty;SSCov;Projection Columns;21.03.22 12;01.04.22 13;01.05.22 17;01.06.22 22;01.07.22 26;01.08.22 31;01.09.22 35;01.10.22 39;01.11.22 44;01.12.22 48;01.01.22 52;
F56B1201;627MF;F56B1201;"&nbsp;";"&nbsp;"; ;CRINONE APPLICATOR C 8% (7) - BRA;1D;0;1;"&nbsp;";"&nbsp;";"&nbsp;";;FirmPlanOrder;0;0;0;0;0;0;0;0;0;0;0;
F56B1201;627MF;F56B1201;"&nbsp;";"&nbsp;"; ;CRINONE APPLICATOR C 8% (7) - BRA;1D;0;1;"&nbsp;";"&nbsp;";"&nbsp;";;PlanArriv;0;0;0;0;0;0;0;0;0;0;0;
F56B1201;627MF;F56B1201;"&nbsp;";"&nbsp;"; ;CRINONE APPLICATOR C 8% (7) - BRA;1D;0;1;"&nbsp;";"&nbsp;";"&nbsp;";;RecArriv;0;0;0;0;0;0;0;0;0;0;0;
F56B1201;627MF;F56B1201;"&nbsp;";"&nbsp;"; ;CRINONE APPLICATOR C 8% (7) - BRA;1D;0;1;"&nbsp;";"&nbsp;";"&nbsp;";;SupsdProjOH;0;0;0;0;0;0;0;0;0;0;0;
F56B1201;627MF;F56B1201;"&nbsp;";"&nbsp;"; ;CRINONE APPLICATOR C 8% (7) - BRA;1D;0;1;"&nbsp;";"&nbsp;";"&nbsp;";;ProjOH;0;0;0;0;0;0;0;0;0;0;0;
F56B1201;627MF;F56B1201;"&nbsp;";"&nbsp;"; ;CRINONE APPLICATOR C 8% (7) - BRA;1D;0;1;"&nbsp;";"&nbsp;";"&nbsp;";;ConstrProjOH;0;0;0;0;0;0;0;0;0;0;0;
F56B1201;627MF;F56B1201;"&nbsp;";"&nbsp;"; ;CRINONE APPLICATOR C 8% (7) - BRA;1D;0;1;"&nbsp;";"&nbsp;";"&nbsp;";;ConstrProxySupply;0;0;0;0;0;0;0;0;0;0;0;
F56B1201;627MF;F56B1201;"&nbsp;";"&nbsp;"; ;CRINONE APPLICATOR C 8% (7) - BRA;1D;0;1;"&nbsp;";"&nbsp;";"&nbsp;";;SupsdConstrProjOh;0;0;0;0;0;0;0;0;0;0;0;
F56B1201;627MF;F56B1201;"&nbsp;";"&nbsp;"; ;CRINONE APPLICATOR C 8% (7) - BRA;1D;0;1;"&nbsp;";"&nbsp;";"&nbsp;";;AltConstrPOH;0;0;0;0;0;0;0;0;0;0;0;
F56B1201;627MF;F56B1201;"&nbsp;";"&nbsp;"; ;CRINONE APPLICATOR C 8% (7) - BRA;1D;0;1;"&nbsp;";"&nbsp;";"&nbsp;";;****   SS   ****;0;0;0;0;0;0;0;0;0;0;0;
F56B1201;627MF;F56B1201;"&nbsp;";"&nbsp;"; ;CRINONE APPLICATOR C 8% (7) - BRA;1D;0;1;"&nbsp;";"&nbsp;";"&nbsp;";;CovDur;;;;;;;;;;;;
F56B1201;627MF;F56B1201;"&nbsp;";"&nbsp;"; ;CRINONE APPLICATOR C 8% (7) - BRA;1D;0;1;"&nbsp;";"&nbsp;";"&nbsp;";;ConstrCovDur;;;;;;;;;;;;
F56B1201;627MF;F56B1201;"&nbsp;";"&nbsp;"; ;CRINONE APPLICATOR C 8% (7) - BRA;1D;0;1;"&nbsp;";"&nbsp;";"&nbsp;";;AltConstrCovDur;;;;;;;;;;;;
F56B12A3;627MF;F56B12A3;"&nbsp;";"&nbsp;"; ;CRINONE APPLICATOR C 8% (15) - BRA;180D;19;19;"&nbsp;";"&nbsp;";"&nbsp;";;TotDmd;0;5,130;0;0;0;0;0;3,211;0;0;0;
F56B12A3;627MF;F56B12A3;"&nbsp;";"&nbsp;"; ;CRINONE APPLICATOR C 8% (15) - BRA;180D;19;19;"&nbsp;";"&nbsp;";"&nbsp;";;AdjAllocTotFcst;0;0;0;0;0;0;0;0;0;0;0;
F56B12A3;627MF;F56B12A3;"&nbsp;";"&nbsp;"; ;CRINONE APPLICATOR C 8% (15) - BRA;180D;19;19;"&nbsp;";"&nbsp;";"&nbsp;";;FcstCustOrders;0;0;0;0;0;0;0;0;0;0;0;
F56B12A3;627MF;F56B12A3;"&nbsp;";"&nbsp;"; ;CRINONE APPLICATOR C 8% (15) - BRA;180D;19;19;"&nbsp;";"&nbsp;";"&nbsp;";;NonFcstCustOrders;0;0;0;0;0;0;0;0;0;0;0;
F56B12A3;627MF;F56B12A3;"&nbsp;";"&nbsp;"; ;CRINONE APPLICATOR C 8% (15) - BRA;180D;19;19;"&nbsp;";"&nbsp;";"&nbsp;";;DepDmd;0;0;0;0;0;0;0;0;0;0;0;
F56B12A3;627MF;F56B12A3;"&nbsp;";"&nbsp;"; ;CRINONE APPLICATOR C 8% (15) - BRA;180D;19;19;"&nbsp;";"&nbsp;";"&nbsp;";;CONFSHIPOUT;0;0;0;0;0;0;0;0;0;0;0;
F56B12A3;627MF;F56B12A3;"&nbsp;";"&nbsp;"; ;CRINONE APPLICATOR C 8% (15) - BRA;180D;19;19;"&nbsp;";"&nbsp;";"&nbsp;";;ProxyDemand;0;0;0;0;0;0;0;0;0;0;0;
F56B12A3;627MF;F56B12A3;"&nbsp;";"&nbsp;"; ;CRINONE APPLICATOR C 8% (15) - BRA;180D;19;19;"&nbsp;";"&nbsp;";"&nbsp;";;PlanShip;0;5,130;0;0;0;0;0;3,211;0;0;0;
F56B12A3;627MF;F56B12A3;"&nbsp;";"&nbsp;"; ;CRINONE APPLICATOR C 8% (15) - BRA;180D;19;19;"&nbsp;";"&nbsp;";"&nbsp;";;RecShip;0;1,133;3,420;0;3,800;0;0;0;0;0;0;
F56B12A3;627MF;F56B12A3;"&nbsp;";"&nbsp;"; ;CRINONE APPLICATOR C 8% (15) - BRA;180D;19;19;"&nbsp;";"&nbsp;";"&nbsp;";;TotSupply;0;1,133;3,420;0;3,800;0;0;0;0;0;0;
F56B12A3;627MF;F56B12A3;"&nbsp;";"&nbsp;"; ;CRINONE APPLICATOR C 8% (15) - BRA;180D;19;19;"&nbsp;";"&nbsp;";"&nbsp;";;Inventory;0;1,133;0;0;0;0;0;0;0;0;0;
F56B12A3;627MF;F56B12A3;"&nbsp;";"&nbsp;"; ;CRINONE APPLICATOR C 8% (15) - BRA;180D;19;19;"&nbsp;";"&nbsp;";"&nbsp;";;ActualIntransIn;0;0;0;0;0;0;0;0;0;0;0;
F56B12A3;627MF;F56B12A3;"&nbsp;";"&nbsp;"; ;CRINONE APPLICATOR C 8% (15) - BRA;180D;19;19;"&nbsp;";"&nbsp;";"&nbsp;";;CommitIntransIn;0;0;3,420;0;0;0;0;0;0;0;0;
F56B12A3;627MF;F56B12A3;"&nbsp;";"&nbsp;"; ;CRINONE APPLICATOR C 8% (15) - BRA;180D;19;19;"&nbsp;";"&nbsp;";"&nbsp;";;ProxySupply;0;0;0;0;0;0;0;0;0;0;0;
F56B12A3;627MF;F56B12A3;"&nbsp;";"&nbsp;"; ;CRINONE APPLICATOR C 8% (15) - BRA;180D;19;19;"&nbsp;";"&nbsp;";"&nbsp;";;SchedRcpts;0;0;0;0;0;0;0;0;0;0;0;
F56B12A3;627MF;F56B12A3;"&nbsp;";"&nbsp;"; ;CRINONE APPLICATOR C 8% (15) - BRA;180D;19;19;"&nbsp;";"&nbsp;";"&nbsp;";;PlanOrders;0;0;0;0;0;0;0;0;0;0;0;
F56B12A3;627MF;F56B12A3;"&nbsp;";"&nbsp;"; ;CRINONE APPLICATOR C 8% (15) - BRA;180D;19;19;"&nbsp;";"&nbsp;";"&nbsp;";;FirmPlanOrder;0;0;0;0;0;0;0;0;0;0;0;
F56B12A3;627MF;F56B12A3;"&nbsp;";"&nbsp;"; ;CRINONE APPLICATOR C 8% (15) - BRA;180D;19;19;"&nbsp;";"&nbsp;";"&nbsp;";;PlanArriv;0;0;0;0;3,800;0;0;0;0;0;0;
F56B12A3;627MF;F56B12A3;"&nbsp;";"&nbsp;"; ;CRINONE APPLICATOR C 8% (15) - BRA;180D;19;19;"&nbsp;";"&nbsp;";"&nbsp;";;RecArriv;0;0;0;0;3,800;0;0;0;0;0;0;
F56B12A3;627MF;F56B12A3;"&nbsp;";"&nbsp;"; ;CRINONE APPLICATOR C 8% (15) - BRA;180D;19;19;"&nbsp;";"&nbsp;";"&nbsp;";;SupsdProjOH;0;0;-3,997;-577;-577;3,223;3,223;3,223;12;12;12;
F56B12A3;627MF;F56B12A3;"&nbsp;";"&nbsp;"; ;CRINONE APPLICATOR C 8% (15) - BRA;180D;19;19;"&nbsp;";"&nbsp;";"&nbsp;";;ProjOH;0;0;-3,997;-577;-577;3,223;3,223;3,223;12;12;12;
F56B12A3;627MF;F56B12A3;"&nbsp;";"&nbsp;"; ;CRINONE APPLICATOR C 8% (15) - BRA;180D;19;19;"&nbsp;";"&nbsp;";"&nbsp;";;ConstrProjOH;0;0;-3,997;-577;-577;3,223;3,223;3,223;12;12;12;
F56B12A3;627MF;F56B12A3;"&nbsp;";"&nbsp;"; ;CRINONE APPLICATOR C 8% (15) - BRA;180D;19;19;"&nbsp;";"&nbsp;";"&nbsp;";;ConstrProxySupply;0;0;0;0;0;0;0;0;0;0;0;
F56B12A3;627MF;F56B12A3;"&nbsp;";"&nbsp;"; ;CRINONE APPLICATOR C 8% (15) - BRA;180D;19;19;"&nbsp;";"&nbsp;";"&nbsp;";;SupsdConstrProjOh;0;0;-3,997;-577;-577;3,223;3,223;3,223;12;12;12;
F56B12A3;627MF;F56B12A3;"&nbsp;";"&nbsp;"; ;CRINONE APPLICATOR C 8% (15) - BRA;180D;19;19;"&nbsp;";"&nbsp;";"&nbsp;";;AltConstrPOH;0;0;0;0;0;0;0;0;0;0;0;
F56B12A3;627MF;F56B12A3;"&nbsp;";"&nbsp;"; ;CRINONE APPLICATOR C 8% (15) - BRA;180D;19;19;"&nbsp;";"&nbsp;";"&nbsp;";;****   SS   ****;0;0;0;0;0;0;0;0;0;0;0;
F56B12A3;627MF;F56B12A3;"&nbsp;";"&nbsp;"; ;CRINONE APPLICATOR C 8% (15) - BRA;180D;19;19;"&nbsp;";"&nbsp;";"&nbsp;";;CovDur;;;;;;242D23H59M;211D23H59M;181D23H59M;150D23H59M;120D23H59M;89D23H59M;
F56B12A3;627MF;F56B12A3;"&nbsp;";"&nbsp;"; ;CRINONE APPLICATOR C 8% (15) - BRA;180D;19;19;"&nbsp;";"&nbsp;";"&nbsp;";;ConstrCovDur;;;;;;242D23H59M;211D23H59M;181D23H59M;150D23H59M;120D23H59M;89D23H59M;
F56B12A3;627MF;F56B12A3;"&nbsp;";"&nbsp;"; ;CRINONE APPLICATOR C 8% (15) - BRA;180D;19;19;"&nbsp;";"&nbsp;";"&nbsp;";;AltConstrCovDur;;;;;;;;;;;;
F6721201;627MF;F6721201;"&nbsp;";"&nbsp;"; ;REBIF SYR 22 NF (12) - BRA;1D;4;1;"&nbsp;";"&nbsp;";"&nbsp;";;TotDmd;0;8;0;10;0;12;0;14;0;13;0;
F6721201;627MF;F6721201;"&nbsp;";"&nbsp;"; ;REBIF SYR 22 NF (12) - BRA;1D;4;1;"&nbsp;";"&nbsp;";"&nbsp;";;AdjAllocTotFcst;0;0;0;0;0;0;0;0;0;0;0;
F6721201;627MF;F6721201;"&nbsp;";"&nbsp;"; ;REBIF SYR 22 NF (12) - BRA;1D;4;1;"&nbsp;";"&nbsp;";"&nbsp;";;FcstCustOrders;0;0;0;0;0;0;0;0;0;0;0;
F6721201;627MF;F6721201;"&nbsp;";"&nbsp;"; ;REBIF SYR 22 NF (12) - BRA;1D;4;1;"&nbsp;";"&nbsp;";"&nbsp;";;NonFcstCustOrders;0;0;0;0;0;0;0;0;0;0;0;
F6721201;627MF;F6721201;"&nbsp;";"&nbsp;"; ;REBIF SYR 22 NF (12) - BRA;1D;4;1;"&nbsp;";"&nbsp;";"&nbsp;";;DepDmd;0;0;0;0;0;0;0;0;0;0;0;
F6721201;627MF;F6721201;"&nbsp;";"&nbsp;"; ;REBIF SYR 22 NF (12) - BRA;1D;4;1;"&nbsp;";"&nbsp;";"&nbsp;";;CONFSHIPOUT;0;0;0;0;0;0;0;0;0;0;0;
F6721201;627MF;F6721201;"&nbsp;";"&nbsp;"; ;REBIF SYR 22 NF (12) - BRA;1D;4;1;"&nbsp;";"&nbsp;";"&nbsp;";;ProxyDemand;0;0;0;0;0;0;0;0;0;0;0;
F6721201;627MF;F6721201;"&nbsp;";"&nbsp;"; ;REBIF SYR 22 NF (12) - BRA;1D;4;1;"&nbsp;";"&nbsp;";"&nbsp;";;PlanShip;0;8;0;10;0;12;0;14;0;13;0;
F6721201;627MF;F6721201;"&nbsp;";"&nbsp;"; ;REBIF SYR 22 NF (12) - BRA;1D;4;1;"&nbsp;";"&nbsp;";"&nbsp;";;RecShip;0;0;36;0;0;0;0;0;8;0;13;
F6721201;627MF;F6721201;"&nbsp;";"&nbsp;"; ;REBIF SYR 22 NF (12) - BRA;1D;4;1;"&nbsp;";"&nbsp;";"&nbsp;";;TotSupply;0;0;36;0;0;0;0;8;0;13;0;
F6721201;627MF;F6721201;"&nbsp;";"&nbsp;"; ;REBIF SYR 22 NF (12) - BRA;1D;4;1;"&nbsp;";"&nbsp;";"&nbsp;";;Inventory;0;0;0;0;0;0;0;0;0;0;0;
F6721201;627MF;F6721201;"&nbsp;";"&nbsp;"; ;REBIF SYR 22 NF (12) - BRA;1D;4;1;"&nbsp;";"&nbsp;";"&nbsp;";;ActualIntransIn;0;0;0;0;0;0;0;0;0;0;0;
F6721201;627MF;F6721201;"&nbsp;";"&nbsp;"; ;REBIF SYR 22 NF (12) - BRA;1D;4;1;"&nbsp;";"&nbsp;";"&nbsp;";;CommitIntransIn;0;0;36;0;0;0;0;0;0;0;0;
F6721201;627MF;F6721201;"&nbsp;";"&nbsp;"; ;REBIF SYR 22 NF (12) - BRA;1D;4;1;"&nbsp;";"&nbsp;";"&nbsp;";;ProxySupply;0;0;0;0;0;0;0;0;0;0;0;
F6721201;627MF;F6721201;"&nbsp;";"&nbsp;"; ;REBIF SYR 22 NF (12) - BRA;1D;4;1;"&nbsp;";"&nbsp;";"&nbsp;";;SchedRcpts;0;0;0;0;0;0;0;0;0;0;0;
F6721201;627MF;F6721201;"&nbsp;";"&nbsp;"; ;REBIF SYR 22 NF (12) - BRA;1D;4;1;"&nbsp;";"&nbsp;";"&nbsp;";;PlanOrders;0;0;0;0;0;0;0;0;0;0;0;
F6721201;627MF;F6721201;"&nbsp;";"&nbsp;"; ;REBIF SYR 22 NF (12) - BRA;1D;4;1;"&nbsp;";"&nbsp;";"&nbsp;";;FirmPlanOrder;0;0;0;0;0;0;0;0;0;0;0;
F6721201;627MF;F6721201;"&nbsp;";"&nbsp;"; ;REBIF SYR 22 NF (12) - BRA;1D;4;1;"&nbsp;";"&nbsp;";"&nbsp;";;PlanArriv;0;0;0;0;0;0;0;8;0;13;0;
F6721201;627MF;F6721201;"&nbsp;";"&nbsp;"; ;REBIF SYR 22 NF (12) - BRA;1D;4;1;"&nbsp;";"&nbsp;";"&nbsp;";;RecArriv;0;0;0;0;0;0;0;8;0;13;0;
F6721201;627MF;F6721201;"&nbsp;";"&nbsp;"; ;REBIF SYR 22 NF (12) - BRA;1D;4;1;"&nbsp;";"&nbsp;";"&nbsp;";;SupsdProjOH;0;0;-8;28;18;18;6;6;0;0;0;
F6721201;627MF;F6721201;"&nbsp;";"&nbsp;"; ;REBIF SYR 22 NF (12) - BRA;1D;4;1;"&nbsp;";"&nbsp;";"&nbsp;";;ProjOH;0;0;-8;28;18;18;6;6;0;0;0;
F6721201;627MF;F6721201;"&nbsp;";"&nbsp;"; ;REBIF SYR 22 NF (12) - BRA;1D;4;1;"&nbsp;";"&nbsp;";"&nbsp;";;ConstrProjOH;0;0;-8;28;18;18;6;6;0;0;0;
F6721201;627MF;F6721201;"&nbsp;";"&nbsp;"; ;REBIF SYR 22 NF (12) - BRA;1D;4;1;"&nbsp;";"&nbsp;";"&nbsp;";;ConstrProxySupply;0;0;0;0;0;0;0;0;0;0;0;
F6721201;627MF;F6721201;"&nbsp;";"&nbsp;"; ;REBIF SYR 22 NF (12) - BRA;1D;4;1;"&nbsp;";"&nbsp;";"&nbsp;";;SupsdConstrProjOh;0;0;-8;28;18;18;6;6;0;0;0;
F6721201;627MF;F6721201;"&nbsp;";"&nbsp;"; ;REBIF SYR 22 NF (12) - BRA;1D;4;1;"&nbsp;";"&nbsp;";"&nbsp;";;AltConstrPOH;0;0;0;0;0;0;0;0;8;0;13;
F6721201;627MF;F6721201;"&nbsp;";"&nbsp;"; ;REBIF SYR 22 NF (12) - BRA;1D;4;1;"&nbsp;";"&nbsp;";"&nbsp;";;****   SS   ****;0;0;0;0;0;0;0;0;0;0;0;
F6721201;627MF;F6721201;"&nbsp;";"&nbsp;"; ;REBIF SYR 22 NF (12) - BRA;1D;4;1;"&nbsp;";"&nbsp;";"&nbsp;";;CovDur;;;;149D23H59M;119D23H59M;88D23H59M;57D23H59M;27D23H59M;;;;
F6721201;627MF;F6721201;"&nbsp;";"&nbsp;"; ;REBIF SYR 22 NF (12) - BRA;1D;4;1;"&nbsp;";"&nbsp;";"&nbsp;";;ConstrCovDur;;;;149D23H59M;119D23H59M;88D23H59M;57D23H59M;27D23H59M;;;;
F6721201;627MF;F6721201;"&nbsp;";"&nbsp;"; ;REBIF SYR 22 NF (12) - BRA;1D;4;1;"&nbsp;";"&nbsp;";"&nbsp;";;AltConstrCovDur;;;;;;;;;;;1D;
F6741201;627MF;F6741201;"&nbsp;";"&nbsp;"; ;REBIF SYR 44 NF (12) - BRA;1D;16;1;"&nbsp;";"&nbsp;";"&nbsp;";;TotDmd;0;55;0;68;0;70;0;84;0;74;0;
F6741201;627MF;F6741201;"&nbsp;";"&nbsp;"; ;REBIF SYR 44 NF (12) - BRA;1D;16;1;"&nbsp;";"&nbsp;";"&nbsp;";;AdjAllocTotFcst;0;0;0;0;0;0;0;0;0;0;0;
F6741201;627MF;F6741201;"&nbsp;";"&nbsp;"; ;REBIF SYR 44 NF (12) - BRA;1D;16;1;"&nbsp;";"&nbsp;";"&nbsp;";;FcstCustOrders;0;0;0;0;0;0;0;0;0;0;0;
F6741201;627MF;F6741201;"&nbsp;";"&nbsp;"; ;REBIF SYR 44 NF (12) - BRA;1D;16;1;"&nbsp;";"&nbsp;";"&nbsp;";;NonFcstCustOrders;0;0;0;0;0;0;0;0;0;0;0;
F6741201;627MF;F6741201;"&nbsp;";"&nbsp;"; ;REBIF SYR 44 NF (12) - BRA;1D;16;1;"&nbsp;";"&nbsp;";"&nbsp;";;DepDmd;0;0;0;0;0;0;0;0;0;0;0;
F6741201;627MF;F6741201;"&nbsp;";"&nbsp;"; ;REBIF SYR 44 NF (12) - BRA;1D;16;1;"&nbsp;";"&nbsp;";"&nbsp;";;CONFSHIPOUT;0;0;0;0;0;0;0;0;0;0;0;
F6741201;627MF;F6741201;"&nbsp;";"&nbsp;"; ;REBIF SYR 44 NF (12) - BRA;1D;16;1;"&nbsp;";"&nbsp;";"&nbsp;";;ProxyDemand;0;0;0;0;0;0;0;0;0;0;0;
F6741201;627MF;F6741201;"&nbsp;";"&nbsp;"; ;REBIF SYR 44 NF (12) - BRA;1D;16;1;"&nbsp;";"&nbsp;";"&nbsp;";;PlanShip;0;55;0;68;0;70;0;84;0;74;0;
F6741201;627MF;F6741201;"&nbsp;";"&nbsp;"; ;REBIF SYR 44 NF (12) - BRA;1D;16;1;"&nbsp;";"&nbsp;";"&nbsp;";;RecShip;0;64;72;0;0;57;0;84;0;74;0;
F6741201;627MF;F6741201;"&nbsp;";"&nbsp;"; ;REBIF SYR 44 NF (12) - BRA;1D;16;1;"&nbsp;";"&nbsp;";"&nbsp;";;TotSupply;0;64;72;0;0;57;0;84;74;0;72;
F6741201;627MF;F6741201;"&nbsp;";"&nbsp;"; ;REBIF SYR 44 NF (12) - BRA;1D;16;1;"&nbsp;";"&nbsp;";"&nbsp;";;Inventory;0;0;0;0;0;0;0;0;0;0;0;
F6741201;627MF;F6741201;"&nbsp;";"&nbsp;"; ;REBIF SYR 44 NF (12) - BRA;1D;16;1;"&nbsp;";"&nbsp;";"&nbsp;";;ActualIntransIn;0;64;0;0;0;0;0;0;0;0;0;
F6741201;627MF;F6741201;"&nbsp;";"&nbsp;"; ;REBIF SYR 44 NF (12) - BRA;1D;16;1;"&nbsp;";"&nbsp;";"&nbsp;";;CommitIntransIn;0;0;72;0;0;0;0;0;0;0;0;
F6741201;627MF;F6741201;"&nbsp;";"&nbsp;"; ;REBIF SYR 44 NF (12) - BRA;1D;16;1;"&nbsp;";"&nbsp;";"&nbsp;";;ProxySupply;0;0;0;0;0;0;0;0;0;0;0;
F6741201;627MF;F6741201;"&nbsp;";"&nbsp;"; ;REBIF SYR 44 NF (12) - BRA;1D;16;1;"&nbsp;";"&nbsp;";"&nbsp;";;SchedRcpts;0;0;0;0;0;0;0;0;0;0;0;
F6741201;627MF;F6741201;"&nbsp;";"&nbsp;"; ;REBIF SYR 44 NF (12) - BRA;1D;16;1;"&nbsp;";"&nbsp;";"&nbsp;";;PlanOrders;0;0;0;0;0;0;0;0;0;0;0;
F6741201;627MF;F6741201;"&nbsp;";"&nbsp;"; ;REBIF SYR 44 NF (12) - BRA;1D;16;1;"&nbsp;";"&nbsp;";"&nbsp;";;FirmPlanOrder;0;0;0;0;0;0;0;0;0;0;0;
F6741201;627MF;F6741201;"&nbsp;";"&nbsp;"; ;REBIF SYR 44 NF (12) - BRA;1D;16;1;"&nbsp;";"&nbsp;";"&nbsp;";;PlanArriv;0;0;0;0;0;57;0;84;74;0;72;
F6741201;627MF;F6741201;"&nbsp;";"&nbsp;"; ;REBIF SYR 44 NF (12) - BRA;1D;16;1;"&nbsp;";"&nbsp;";"&nbsp;";;RecArriv;0;0;0;0;0;57;0;84;0;74;0;
F6741201;627MF;F6741201;"&nbsp;";"&nbsp;"; ;REBIF SYR 44 NF (12) - BRA;1D;16;1;"&nbsp;";"&nbsp;";"&nbsp;";;SupsdProjOH;0;0;9;81;13;13;0;0;0;74;0;
F6741201;627MF;F6741201;"&nbsp;";"&nbsp;"; ;REBIF SYR 44 NF (12) - BRA;1D;16;1;"&nbsp;";"&nbsp;";"&nbsp;";;ProjOH;0;0;9;81;13;13;0;0;0;74;0;
F6741201;627MF;F6741201;"&nbsp;";"&nbsp;"; ;REBIF SYR 44 NF (12) - BRA;1D;16;1;"&nbsp;";"&nbsp;";"&nbsp;";;ConstrProjOH;0;0;9;81;13;13;0;0;0;0;0;
F6741201;627MF;F6741201;"&nbsp;";"&nbsp;"; ;REBIF SYR 44 NF (12) - BRA;1D;16;1;"&nbsp;";"&nbsp;";"&nbsp;";;ConstrProxySupply;0;0;0;0;0;0;0;0;0;0;0;
F6741201;627MF;F6741201;"&nbsp;";"&nbsp;"; ;REBIF SYR 44 NF (12) - BRA;1D;16;1;"&nbsp;";"&nbsp;";"&nbsp;";;SupsdConstrProjOh;0;0;9;81;13;13;0;0;0;0;0;
F6741201;627MF;F6741201;"&nbsp;";"&nbsp;"; ;REBIF SYR 44 NF (12) - BRA;1D;16;1;"&nbsp;";"&nbsp;";"&nbsp;";;AltConstrPOH;0;0;0;0;0;0;0;0;0;0;0;
F6741201;627MF;F6741201;"&nbsp;";"&nbsp;"; ;REBIF SYR 44 NF (12) - BRA;1D;16;1;"&nbsp;";"&nbsp;";"&nbsp;";;****   SS   ****;0;0;0;0;0;0;0;0;0;0;0;
F6741201;627MF;F6741201;"&nbsp;";"&nbsp;"; ;REBIF SYR 44 NF (12) - BRA;1D;16;1;"&nbsp;";"&nbsp;";"&nbsp;";;CovDur;;;33D23H59M;64D;34D;3D;;;;1D12H;;
F6741201;627MF;F6741201;"&nbsp;";"&nbsp;"; ;REBIF SYR 44 NF (12) - BRA;1D;16;1;"&nbsp;";"&nbsp;";"&nbsp;";;ConstrCovDur;;;33D23H59M;64D;34D;3D;;;;;;
F6741201;627MF;F6741201;"&nbsp;";"&nbsp;"; ;REBIF SYR 44 NF (12) - BRA;1D;16;1;"&nbsp;";"&nbsp;";"&nbsp;";;AltConstrCovDur;;;;;;;;;;;;
F7541201;627MF;F7541201;"&nbsp;";"&nbsp;"; ;PERGOVERIS 150/75IU (1) - BRA;1D;254;254;"&nbsp;";"&nbsp;";"&nbsp;";;TotDmd;0;0;3,048;0;3,556;0;3,048;0;2,286;0;0;
F7541201;627MF;F7541201;"&nbsp;";"&nbsp;"; ;PERGOVERIS 150/75IU (1) - BRA;1D;254;254;"&nbsp;";"&nbsp;";"&nbsp;";;AdjAllocTotFcst;0;0;0;0;0;0;0;0;0;0;0;
F7541201;627MF;F7541201;"&nbsp;";"&nbsp;"; ;PERGOVERIS 150/75IU (1) - BRA;1D;254;254;"&nbsp;";"&nbsp;";"&nbsp;";;FcstCustOrders;0;0;0;0;0;0;0;0;0;0;0;
F7541201;627MF;F7541201;"&nbsp;";"&nbsp;"; ;PERGOVERIS 150/75IU (1) - BRA;1D;254;254;"&nbsp;";"&nbsp;";"&nbsp;";;NonFcstCustOrders;0;0;0;0;0;0;0;0;0;0;0;
F7541201;627MF;F7541201;"&nbsp;";"&nbsp;"; ;PERGOVERIS 150/75IU (1) - BRA;1D;254;254;"&nbsp;";"&nbsp;";"&nbsp;";;DepDmd;0;0;0;0;0;0;0;0;0;0;0;
F7541201;627MF;F7541201;"&nbsp;";"&nbsp;"; ;PERGOVERIS 150/75IU (1) - BRA;1D;254;254;"&nbsp;";"&nbsp;";"&nbsp;";;CONFSHIPOUT;0;0;0;0;0;0;0;0;0;0;0;
F7541201;627MF;F7541201;"&nbsp;";"&nbsp;"; ;PERGOVERIS 150/75IU (1) - BRA;1D;254;254;"&nbsp;";"&nbsp;";"&nbsp;";;ProxyDemand;0;0;0;0;0;0;0;0;0;0;0;
F7541201;627MF;F7541201;"&nbsp;";"&nbsp;"; ;PERGOVERIS 150/75IU (1) - BRA;1D;254;254;"&nbsp;";"&nbsp;";"&nbsp;";;PlanShip;0;0;3,048;0;3,556;0;3,048;0;2,286;0;0;
F7541201;627MF;F7541201;"&nbsp;";"&nbsp;"; ;PERGOVERIS 150/75IU (1) - BRA;1D;254;254;"&nbsp;";"&nbsp;";"&nbsp;";;RecShip;0;2,546;0;0;4,064;0;3,048;0;2,286;0;0;
F7541201;627MF;F7541201;"&nbsp;";"&nbsp;"; ;PERGOVERIS 150/75IU (1) - BRA;1D;254;254;"&nbsp;";"&nbsp;";"&nbsp;";;TotSupply;0;2,546;0;508;3,556;0;3,048;0;2,286;0;2,032;
F7541201;627MF;F7541201;"&nbsp;";"&nbsp;"; ;PERGOVERIS 150/75IU (1) - BRA;1D;254;254;"&nbsp;";"&nbsp;";"&nbsp;";;Inventory;0;0;0;0;0;0;0;0;0;0;0;
F7541201;627MF;F7541201;"&nbsp;";"&nbsp;"; ;PERGOVERIS 150/75IU (1) - BRA;1D;254;254;"&nbsp;";"&nbsp;";"&nbsp;";;ActualIntransIn;0;2,546;0;0;0;0;0;0;0;0;0;
F7541201;627MF;F7541201;"&nbsp;";"&nbsp;"; ;PERGOVERIS 150/75IU (1) - BRA;1D;254;254;"&nbsp;";"&nbsp;";"&nbsp;";;CommitIntransIn;0;0;0;0;0;0;0;0;0;0;0;
F7541201;627MF;F7541201;"&nbsp;";"&nbsp;"; ;PERGOVERIS 150/75IU (1) - BRA;1D;254;254;"&nbsp;";"&nbsp;";"&nbsp;";;ProxySupply;0;0;0;0;0;0;0;0;0;0;0;
